sample_id,record_id,dataset,split,sequence_key,subset,task,human_original,machine_original,human_comparison,machine_comparison
HR0188,site2/train/video15frame073,EndoVis 2018,train,site2/train/video15,representative,q5,clear,clear,clear,clear
HR0188,site2/train/video15frame073,EndoVis 2018,train,site2/train/video15,representative,q6,no,no,no,no
HR0188,site2/train/video15frame073,EndoVis 2018,train,site2/train/video15,representative,q7,yes,yes,yes,yes
HR0188,site2/train/video15frame073,EndoVis 2018,train,site2/train/video15,representative,q9,none,none,none,none
HR0189,site2/train/video15frame079,EndoVis 2018,train,site2/train/video15,representative,q4.bleeding,no,no,no,no
HR0189,site2/train/video15frame079,EndoVis 2018,train,site2/train/video15,representative,q4.smoke,no,no,no,no
HR0189,site2/train/video15frame079,EndoVis 2018,train,site2/train/video15,representative,q4.occlusion,no,no,no,no
HR0189,site2/train/video15frame079,EndoVis 2018,train,site2/train/video15,representative,q5,clear,clear,clear,clear
HR0189,site2/train/video15frame079,EndoVis 2018,train,site2/train/video15,representative,q6,no,no,no,no
HR0189,site2/train/video15frame079,EndoVis 2018,train,site2/train/video15,representative,q7,yes,yes,yes,yes
HR0189,site2/train/video15frame079,EndoVis 2018,train,site2/train/video15,representative,q9,none,none,none,none
HR0190,site2/train/video15frame101,EndoVis 2018,train,site2/train/video15,representative,q4.bleeding,no,no,no,no
HR0190,site2/train/video15frame101,EndoVis 2018,train,site2/train/video15,representative,q4.smoke,no,no,no,no
HR0190,site2/train/video15frame101,EndoVis 2018,train,site2/train/video15,representative,q4.occlusion,no,no,no,no
HR0190,site2/train/video15frame101,EndoVis 2018,train,site2/train/video15,representative,q5,clear,clear,clear,clear
HR0190,site2/train/video15frame101,EndoVis 2018,train,site2/train/video15,representative,q6,no,no,no,no
HR0190,site2/train/video15frame101,EndoVis 2018,train,site2/train/video15,representative,q7,yes,yes,yes,yes
HR0190,site2/train/video15frame101,EndoVis 2018,train,site2/train/video15,representative,q9,none,none,none,none
HR0191,site2/train/video15frame119,EndoVis 2018,train,site2/train/video15,representative,q4.bleeding,no,yes,no,yes
HR0191,site2/train/video15frame119,EndoVis 2018,train,site2/train/video15,representative,q4.smoke,no,no,no,no
HR0191,site2/train/video15frame119,EndoVis 2018,train,site2/train/video15,representative,q4.occlusion,no,no,no,no
HR0191,site2/train/video15frame119,EndoVis 2018,train,site2/train/video15,representative,q5,clear,clear,clear,clear
HR0191,site2/train/video15frame119,EndoVis 2018,train,site2/train/video15,representative,q6,no,no,no,no
HR0191,site2/train/video15frame119,EndoVis 2018,train,site2/train/video15,representative,q7,yes,yes,yes,yes
HR0191,site2/train/video15frame119,EndoVis 2018,train,site2/train/video15,representative,q9,none,none,none,none
HR0192,site2/train/video15frame135,EndoVis 2018,train,site2/train/video15,representative,q4.bleeding,no,no,no,no
HR0192,site2/train/video15frame135,EndoVis 2018,train,site2/train/video15,representative,q4.smoke,no,no,no,no
HR0192,site2/train/video15frame135,EndoVis 2018,train,site2/train/video15,representative,q4.occlusion,no,no,no,no
HR0192,site2/train/video15frame135,EndoVis 2018,train,site2/train/video15,representative,q5,clear,clear,clear,clear
HR0192,site2/train/video15frame135,EndoVis 2018,train,site2/train/video15,representative,q6,no,no,no,no
HR0192,site2/train/video15frame135,EndoVis 2018,train,site2/train/video15,representative,q7,yes,yes,yes,yes
HR0192,site2/train/video15frame135,EndoVis 2018,train,site2/train/video15,representative,q9,none,none,none,none
HR0193,site2/train/video16frame003,EndoVis 2018,train,site2/train/video16,representative,q4.bleeding,no,no,no,no
HR0193,site2/train/video16frame003,EndoVis 2018,train,site2/train/video16,representative,q4.smoke,no,no,no,no
HR0193,site2/train/video16frame003,EndoVis 2018,train,site2/train/video16,representative,q4.occlusion,no,no,no,no
HR0193,site2/train/video16frame003,EndoVis 2018,train,site2/train/video16,representative,q5,clear,clear,clear,clear
HR0193,site2/train/video16frame003,EndoVis 2018,train,site2/train/video16,representative,q6,no,no,no,no
HR0193,site2/train/video16frame003,EndoVis 2018,train,site2/train/video16,representative,q7,yes,yes,yes,yes
HR0193,site2/train/video16frame003,EndoVis 2018,train,site2/train/video16,representative,q9,none,none,none,none
HR0194,site2/train/video16frame035,EndoVis 2018,train,site2/train/video16,representative,q4.bleeding,no,no,no,no
HR0194,site2/train/video16frame035,EndoVis 2018,train,site2/train/video16,representative,q4.smoke,no,no,no,no
HR0194,site2/train/video16frame035,EndoVis 2018,train,site2/train/video16,representative,q4.occlusion,no,no,no,no
HR0194,site2/train/video16frame035,EndoVis 2018,train,site2/train/video16,representative,q5,clear,clear,clear,clear
HR0194,site2/train/video16frame035,EndoVis 2018,train,site2/train/video16,representative,q6,no,no,no,no
HR0194,site2/train/video16frame035,EndoVis 2018,train,site2/train/video16,representative,q7,yes,yes,yes,yes
HR0194,site2/train/video16frame035,EndoVis 2018,train,site2/train/video16,representative,q9,none,none,none,none
HR0195,site2/train/video16frame056,EndoVis 2018,train,site2/train/video16,representative,q4.bleeding,no,no,no,no
HR0195,site2/train/video16frame056,EndoVis 2018,train,site2/train/video16,representative,q4.smoke,no,no,no,no
HR0195,site2/train/video16frame056,EndoVis 2018,train,site2/train/video16,representative,q4.occlusion,no,no,no,no
HR0195,site2/train/video16frame056,EndoVis 2018,train,site2/train/video16,representative,q5,clear,clear,clear,clear
HR0195,site2/train/video16frame056,EndoVis 2018,train,site2/train/video16,representative,q6,no,no,no,no
HR0195,site2/train/video16frame056,EndoVis 2018,train,site2/train/video16,representative,q7,yes,yes,yes,yes
HR0195,site2/train/video16frame056,EndoVis 2018,train,site2/train/video16,representative,q9,none,none,none,none
HR0196,site2/train/video16frame068,EndoVis 2018,train,site2/train/video16,representative,q4.bleeding,no,no,no,no
HR0196,site2/train/video16frame068,EndoVis 2018,train,site2/train/video16,representative,q4.smoke,no,no,no,no
HR0196,site2/train/video16frame068,EndoVis 2018,train,site2/train/video16,representative,q4.occlusion,no,no,no,no
HR0196,site2/train/video16frame068,EndoVis 2018,train,site2/train/video16,representative,q5,clear,clear,clear,clear
HR0196,site2/train/video16frame068,EndoVis 2018,train,site2/train/video16,representative,q6,no,no,no,no
HR0196,site2/train/video16frame068,EndoVis 2018,train,site2/train/video16,representative,q7,yes,yes,yes,yes
HR0196,site2/train/video16frame068,EndoVis 2018,train,site2/train/video16,representative,q9,none,none,none,none
HR0197,site2/train/video16frame092,EndoVis 2018,train,site2/train/video16,representative,q4.bleeding,no,no,no,no
HR0197,site2/train/video16frame092,EndoVis 2018,train,site2/train/video16,representative,q4.smoke,no,no,no,no
HR0197,site2/train/video16frame092,EndoVis 2018,train,site2/train/video16,representative,q4.occlusion,no,no,no,no
HR0197,site2/train/video16frame092,EndoVis 2018,train,site2/train/video16,representative,q5,clear,clear,clear,clear
HR0197,site2/train/video16frame092,EndoVis 2018,train,site2/train/video16,representative,q6,no,no,no,no
HR0197,site2/train/video16frame092,EndoVis 2018,train,site2/train/video16,representative,q7,yes,yes,yes,yes
HR0197,site2/train/video16frame092,EndoVis 2018,train,site2/train/video16,representative,q9,none,none,none,none
HR0198,site2/train/video16frame099,EndoVis 2018,train,site2/train/video16,representative,q4.bleeding,no,no,no,no
HR0198,site2/train/video16frame099,EndoVis 2018,train,site2/train/video16,representative,q4.smoke,no,no,no,no
HR0198,site2/train/video16frame099,EndoVis 2018,train,site2/train/video16,representative,q4.occlusion,no,no,no,no
HR0198,site2/train/video16frame099,EndoVis 2018,train,site2/train/video16,representative,q5,clear,clear,clear,clear
HR0198,site2/train/video16frame099,EndoVis 2018,train,site2/train/video16,representative,q6,no,no,no,no
HR0198,site2/train/video16frame099,EndoVis 2018,train,site2/train/video16,representative,q7,yes,yes,yes,yes
HR0198,site2/train/video16frame099,EndoVis 2018,train,site2/train/video16,representative,q9,none,none,none,none
HR0199,site2/train/video16frame126,EndoVis 2018,train,site2/train/video16,representative,q4.bleeding,no,no,no,no
HR0199,site2/train/video16frame126,EndoVis 2018,train,site2/train/video16,representative,q4.smoke,no,no,no,no
HR0199,site2/train/video16frame126,EndoVis 2018,train,site2/train/video16,representative,q4.occlusion,no,no,no,no
HR0199,site2/train/video16frame126,EndoVis 2018,train,site2/train/video16,representative,q5,clear,clear,clear,clear
HR0199,site2/train/video16frame126,EndoVis 2018,train,site2/train/video16,representative,q6,no,no,no,no
HR0199,site2/train/video16frame126,EndoVis 2018,train,site2/train/video16,representative,q7,yes,yes,yes,yes
HR0199,site2/train/video16frame126,EndoVis 2018,train,site2/train/video16,representative,q9,none,none,none,none
HR0200,site2/train/video16frame147,EndoVis 2018,train,site2/train/video16,representative,q4.bleeding,no,no,no,no
HR0200,site2/train/video16frame147,EndoVis 2018,train,site2/train/video16,representative,q4.smoke,no,no,no,no
HR0200,site2/train/video16frame147,EndoVis 2018,train,site2/train/video16,representative,q4.occlusion,no,no,no,no
HR0200,site2/train/video16frame147,EndoVis 2018,train,site2/train/video16,representative,q5,clear,clear,clear,clear
HR0200,site2/train/video16frame147,EndoVis 2018,train,site2/train/video16,representative,q6,no,no,no,no
HR0200,site2/train/video16frame147,EndoVis 2018,train,site2/train/video16,representative,q7,yes,yes,yes,yes
HR0200,site2/train/video16frame147,EndoVis 2018,train,site2/train/video16,representative,q9,none,none,none,none
HR0201,site2/train/video1frame019,EndoVis 2018,train,site2/train/video1,representative,q4.bleeding,no,yes,no,yes
HR0201,site2/train/video1frame019,EndoVis 2018,train,site2/train/video1,representative,q4.smoke,no,no,no,no
HR0201,site2/train/video1frame019,EndoVis 2018,train,site2/train/video1,representative,q4.occlusion,no,no,no,no
HR0201,site2/train/video1frame019,EndoVis 2018,train,site2/train/video1,representative,q5,clear,clear,clear,clear
HR0201,site2/train/video1frame019,EndoVis 2018,train,site2/train/video1,representative,q6,no,no,no,no
HR0201,site2/train/video1frame019,EndoVis 2018,train,site2/train/video1,representative,q7,yes,yes,yes,yes
HR0201,site2/train/video1frame019,EndoVis 2018,train,site2/train/video1,representative,q9,none,none,none,none
HR0202,site2/train/video1frame043,EndoVis 2018,train,site2/train/video1,representative,q4.bleeding,no,no,no,no
HR0202,site2/train/video1frame043,EndoVis 2018,train,site2/train/video1,representative,q4.smoke,no,no,no,no
HR0202,site2/train/video1frame043,EndoVis 2018,train,site2/train/video1,representative,q4.occlusion,no,no,no,no
HR0202,site2/train/video1frame043,EndoVis 2018,train,site2/train/video1,representative,q5,clear,clear,clear,clear
HR0202,site2/train/video1frame043,EndoVis 2018,train,site2/train/video1,representative,q6,no,no,no,no
HR0202,site2/train/video1frame043,EndoVis 2018,train,site2/train/video1,representative,q7,yes,yes,yes,yes
HR0202,site2/train/video1frame043,EndoVis 2018,train,site2/train/video1,representative,q9,none,none,none,none
HR0203,site2/train/video1frame124,EndoVis 2018,train,site2/train/video1,challenge,q4.bleeding,yes,yes,yes,yes
HR0203,site2/train/video1frame124,EndoVis 2018,train,site2/train/video1,challenge,q4.smoke,no,no,no,no
HR0203,site2/train/video1frame124,EndoVis 2018,train,site2/train/video1,challenge,q4.occlusion,no,yes,no,yes
HR0203,site2/train/video1frame124,EndoVis 2018,train,site2/train/video1,challenge,q5,blurry,blurry,degraded,degraded
HR0203,site2/train/video1frame124,EndoVis 2018,train,site2/train/video1,challenge,q6,no,yes,no,yes
HR0203,site2/train/video1frame124,EndoVis 2018,train,site2/train/video1,challenge,q7,yes,no,yes,no
HR0203,site2/train/video1frame124,EndoVis 2018,train,site2/train/video1,challenge,q9,none,none,none,none
HR0204,site2/train/video2frame047,EndoVis 2018,train,site2/train/video2,representative,q4.bleeding,no,yes,no,yes
HR0204,site2/train/video2frame047,EndoVis 2018,train,site2/train/video2,representative,q4.smoke,no,no,no,no
HR0204,site2/train/video2frame047,EndoVis 2018,train,site2/train/video2,representative,q4.occlusion,no,no,no,no
HR0204,site2/train/video2frame047,EndoVis 2018,train,site2/train/video2,representative,q5,clear,clear,clear,clear
HR0204,site2/train/video2frame047,EndoVis 2018,train,site2/train/video2,representative,q6,no,no,no,no
HR0204,site2/train/video2frame047,EndoVis 2018,train,site2/train/video2,representative,q7,yes,yes,yes,yes
HR0204,site2/train/video2frame047,EndoVis 2018,train,site2/train/video2,representative,q9,none,none,none,none
HR0205,site2/train/video2frame070,EndoVis 2018,train,site2/train/video2,representative,q4.bleeding,no,no,no,no
HR0205,site2/train/video2frame070,EndoVis 2018,train,site2/train/video2,representative,q4.smoke,no,no,no,no
HR0205,site2/train/video2frame070,EndoVis 2018,train,site2/train/video2,representative,q4.occlusion,no,no,no,no
HR0205,site2/train/video2frame070,EndoVis 2018,train,site2/train/video2,representative,q5,clear,clear,clear,clear
HR0205,site2/train/video2frame070,EndoVis 2018,train,site2/train/video2,representative,q6,no,no,no,no
HR0205,site2/train/video2frame070,EndoVis 2018,train,site2/train/video2,representative,q7,yes,yes,yes,yes
HR0205,site2/train/video2frame070,EndoVis 2018,train,site2/train/video2,representative,q9,none,none,none,none
HR0206,site2/train/video3frame131,EndoVis 2018,train,site2/train/video3,representative,q4.bleeding,no,yes,no,yes
HR0206,site2/train/video3frame131,EndoVis 2018,train,site2/train/video3,representative,q4.smoke,no,no,no,no
HR0206,site2/train/video3frame131,EndoVis 2018,train,site2/train/video3,representative,q4.occlusion,no,no,no,no
HR0206,site2/train/video3frame131,EndoVis 2018,train,site2/train/video3,representative,q5,clear,clear,clear,clear
HR0206,site2/train/video3frame131,EndoVis 2018,train,site2/train/video3,representative,q6,no,no,no,no
HR0206,site2/train/video3frame131,EndoVis 2018,train,site2/train/video3,representative,q7,yes,yes,yes,yes
HR0206,site2/train/video3frame131,EndoVis 2018,train,site2/train/video3,representative,q9,none,none,none,none
HR0207,site2/train/video4frame017,EndoVis 2018,train,site2/train/video4,representative,q4.bleeding,no,yes,no,yes
HR0207,site2/train/video4frame017,EndoVis 2018,train,site2/train/video4,representative,q4.smoke,no,no,no,no
HR0207,site2/train/video4frame017,EndoVis 2018,train,site2/train/video4,representative,q4.occlusion,no,no,no,no
HR0207,site2/train/video4frame017,EndoVis 2018,train,site2/train/video4,representative,q5,clear,clear,clear,clear
HR0207,site2/train/video4frame017,EndoVis 2018,train,site2/train/video4,representative,q6,no,no,no,no
HR0207,site2/train/video4frame017,EndoVis 2018,train,site2/train/video4,representative,q7,yes,yes,yes,yes
HR0207,site2/train/video4frame017,EndoVis 2018,train,site2/train/video4,representative,q9,none,none,none,none
HR0208,site2/train/video4frame028,EndoVis 2018,train,site2/train/video4,challenge,q4.bleeding,no,yes,no,yes
HR0208,site2/train/video4frame028,EndoVis 2018,train,site2/train/video4,challenge,q4.smoke,no,no,no,no
HR0208,site2/train/video4frame028,EndoVis 2018,train,site2/train/video4,challenge,q4.occlusion,no,no,no,no
HR0208,site2/train/video4frame028,EndoVis 2018,train,site2/train/video4,challenge,q5,blurry,blurry,degraded,degraded
HR0208,site2/train/video4frame028,EndoVis 2018,train,site2/train/video4,challenge,q6,no,yes,no,yes
HR0208,site2/train/video4frame028,EndoVis 2018,train,site2/train/video4,challenge,q7,yes,no,yes,no
HR0208,site2/train/video4frame028,EndoVis 2018,train,site2/train/video4,challenge,q9,none,none,none,none
HR0209,site2/train/video4frame098,EndoVis 2018,train,site2/train/video4,representative,q4.bleeding,yes,yes,yes,yes
HR0209,site2/train/video4frame098,EndoVis 2018,train,site2/train/video4,representative,q4.smoke,no,no,no,no
HR0209,site2/train/video4frame098,EndoVis 2018,train,site2/train/video4,representative,q4.occlusion,no,yes,no,yes
HR0209,site2/train/video4frame098,EndoVis 2018,train,site2/train/video4,representative,q5,blurry,blurry,degraded,degraded
HR0209,site2/train/video4frame098,EndoVis 2018,train,site2/train/video4,representative,q6,yes,no,yes,no
HR0209,site2/train/video4frame098,EndoVis 2018,train,site2/train/video4,representative,q7,yes,no,yes,no
HR0209,site2/train/video4frame098,EndoVis 2018,train,site2/train/video4,representative,q9,none,none,none,none
HR0210,site2/train/video4frame141,EndoVis 2018,train,site2/train/video4,representative,q4.bleeding,yes,yes,yes,yes
HR0210,site2/train/video4frame141,EndoVis 2018,train,site2/train/video4,representative,q4.smoke,no,no,no,no
HR0210,site2/train/video4frame141,EndoVis 2018,train,site2/train/video4,representative,q4.occlusion,no,no,no,no
HR0210,site2/train/video4frame141,EndoVis 2018,train,site2/train/video4,representative,q5,blurry,clear,degraded,clear
HR0210,site2/train/video4frame141,EndoVis 2018,train,site2/train/video4,representative,q6,yes,no,yes,no
HR0210,site2/train/video4frame141,EndoVis 2018,train,site2/train/video4,representative,q7,yes,yes,yes,yes
HR0210,site2/train/video4frame141,EndoVis 2018,train,site2/train/video4,representative,q9,none,none,none,none
HR0211,site2/train/video5frame017,EndoVis 2018,train,site2/train/video5,representative,q4.bleeding,no,yes,no,yes
HR0211,site2/train/video5frame017,EndoVis 2018,train,site2/train/video5,representative,q4.smoke,no,no,no,no
HR0211,site2/train/video5frame017,EndoVis 2018,train,site2/train/video5,representative,q4.occlusion,no,no,no,no
HR0211,site2/train/video5frame017,EndoVis 2018,train,site2/train/video5,representative,q5,clear,clear,clear,clear
HR0211,site2/train/video5frame017,EndoVis 2018,train,site2/train/video5,representative,q6,no,no,no,no
HR0211,site2/train/video5frame017,EndoVis 2018,train,site2/train/video5,representative,q7,yes,yes,yes,yes
HR0211,site2/train/video5frame017,EndoVis 2018,train,site2/train/video5,representative,q9,none,none,none,none
HR0212,site2/train/video5frame034,EndoVis 2018,train,site2/train/video5,representative,q4.bleeding,no,yes,no,yes
HR0212,site2/train/video5frame034,EndoVis 2018,train,site2/train/video5,representative,q4.smoke,no,no,no,no
HR0212,site2/train/video5frame034,EndoVis 2018,train,site2/train/video5,representative,q4.occlusion,no,no,no,no
HR0212,site2/train/video5frame034,EndoVis 2018,train,site2/train/video5,representative,q5,clear,clear,clear,clear
HR0212,site2/train/video5frame034,EndoVis 2018,train,site2/train/video5,representative,q6,no,no,no,no
HR0212,site2/train/video5frame034,EndoVis 2018,train,site2/train/video5,representative,q7,yes,yes,yes,yes
HR0212,site2/train/video5frame034,EndoVis 2018,train,site2/train/video5,representative,q9,none,none,none,none
HR0213,site2/train/video5frame042,EndoVis 2018,train,site2/train/video5,representative,q4.bleeding,no,no,no,no
HR0213,site2/train/video5frame042,EndoVis 2018,train,site2/train/video5,representative,q4.smoke,no,no,no,no
HR0213,site2/train/video5frame042,EndoVis 2018,train,site2/train/video5,representative,q4.occlusion,no,no,no,no
HR0213,site2/train/video5frame042,EndoVis 2018,train,site2/train/video5,representative,q5,clear,clear,clear,clear
HR0213,site2/train/video5frame042,EndoVis 2018,train,site2/train/video5,representative,q6,no,no,no,no
HR0213,site2/train/video5frame042,EndoVis 2018,train,site2/train/video5,representative,q7,yes,yes,yes,yes
HR0213,site2/train/video5frame042,EndoVis 2018,train,site2/train/video5,representative,q9,none,none,none,none
HR0214,site2/train/video5frame068,EndoVis 2018,train,site2/train/video5,representative,q4.bleeding,yes,yes,yes,yes
HR0214,site2/train/video5frame068,EndoVis 2018,train,site2/train/video5,representative,q4.smoke,no,no,no,no
HR0214,site2/train/video5frame068,EndoVis 2018,train,site2/train/video5,representative,q4.occlusion,no,no,no,no
HR0214,site2/train/video5frame068,EndoVis 2018,train,site2/train/video5,representative,q5,clear,clear,clear,clear
HR0214,site2/train/video5frame068,EndoVis 2018,train,site2/train/video5,representative,q6,no,no,no,no
HR0214,site2/train/video5frame068,EndoVis 2018,train,site2/train/video5,representative,q7,yes,yes,yes,yes
HR0214,site2/train/video5frame068,EndoVis 2018,train,site2/train/video5,representative,q9,none,none,none,none
HR0215,site2/train/video5frame084,EndoVis 2018,train,site2/train/video5,representative,q4.bleeding,yes,yes,yes,yes
HR0215,site2/train/video5frame084,EndoVis 2018,train,site2/train/video5,representative,q4.smoke,no,no,no,no
HR0215,site2/train/video5frame084,EndoVis 2018,train,site2/train/video5,representative,q4.occlusion,no,no,no,no
HR0215,site2/train/video5frame084,EndoVis 2018,train,site2/train/video5,representative,q5,clear,clear,clear,clear
HR0215,site2/train/video5frame084,EndoVis 2018,train,site2/train/video5,representative,q6,no,no,no,no
HR0215,site2/train/video5frame084,EndoVis 2018,train,site2/train/video5,representative,q7,yes,yes,yes,yes
HR0215,site2/train/video5frame084,EndoVis 2018,train,site2/train/video5,representative,q9,none,none,none,none
HR0216,site2/train/video5frame112,EndoVis 2018,train,site2/train/video5,representative,q4.bleeding,yes,yes,yes,yes
HR0216,site2/train/video5frame112,EndoVis 2018,train,site2/train/video5,representative,q4.smoke,no,no,no,no
HR0216,site2/train/video5frame112,EndoVis 2018,train,site2/train/video5,representative,q4.occlusion,no,no,no,no
HR0216,site2/train/video5frame112,EndoVis 2018,train,site2/train/video5,representative,q5,clear,clear,clear,clear
HR0216,site2/train/video5frame112,EndoVis 2018,train,site2/train/video5,representative,q6,no,no,no,no
HR0216,site2/train/video5frame112,EndoVis 2018,train,site2/train/video5,representative,q7,yes,yes,yes,yes
HR0216,site2/train/video5frame112,EndoVis 2018,train,site2/train/video5,representative,q9,none,none,none,none
HR0217,site2/train/video5frame121,EndoVis 2018,train,site2/train/video5,representative,q4.bleeding,yes,yes,yes,yes
HR0217,site2/train/video5frame121,EndoVis 2018,train,site2/train/video5,representative,q4.smoke,no,no,no,no
HR0217,site2/train/video5frame121,EndoVis 2018,train,site2/train/video5,representative,q4.occlusion,no,no,no,no
HR0217,site2/train/video5frame121,EndoVis 2018,train,site2/train/video5,representative,q5,clear,clear,clear,clear
HR0217,site2/train/video5frame121,EndoVis 2018,train,site2/train/video5,representative,q6,no,no,no,no
HR0217,site2/train/video5frame121,EndoVis 2018,train,site2/train/video5,representative,q7,yes,yes,yes,yes
HR0217,site2/train/video5frame121,EndoVis 2018,train,site2/train/video5,representative,q9,none,none,none,none
HR0218,site2/train/video5frame133,EndoVis 2018,train,site2/train/video5,representative,q4.bleeding,yes,yes,yes,yes
HR0218,site2/train/video5frame133,EndoVis 2018,train,site2/train/video5,representative,q4.smoke,no,no,no,no
HR0218,site2/train/video5frame133,EndoVis 2018,train,site2/train/video5,representative,q4.occlusion,no,no,no,no
HR0218,site2/train/video5frame133,EndoVis 2018,train,site2/train/video5,representative,q5,clear,clear,clear,clear
HR0218,site2/train/video5frame133,EndoVis 2018,train,site2/train/video5,representative,q6,no,no,no,no
HR0218,site2/train/video5frame133,EndoVis 2018,train,site2/train/video5,representative,q7,yes,yes,yes,yes
HR0218,site2/train/video5frame133,EndoVis 2018,train,site2/train/video5,representative,q9,none,none,none,none
HR0219,site2/train/video6frame000,EndoVis 2018,train,site2/train/video6,representative,q4.bleeding,no,no,no,no
HR0219,site2/train/video6frame000,EndoVis 2018,train,site2/train/video6,representative,q4.smoke,no,no,no,no
HR0219,site2/train/video6frame000,EndoVis 2018,train,site2/train/video6,representative,q4.occlusion,no,no,no,no
HR0219,site2/train/video6frame000,EndoVis 2018,train,site2/train/video6,representative,q5,clear,clear,clear,clear
HR0219,site2/train/video6frame000,EndoVis 2018,train,site2/train/video6,representative,q6,no,no,no,no
HR0219,site2/train/video6frame000,EndoVis 2018,train,site2/train/video6,representative,q7,yes,yes,yes,yes
HR0219,site2/train/video6frame000,EndoVis 2018,train,site2/train/video6,representative,q9,none,none,none,none
HR0220,site2/train/video6frame023,EndoVis 2018,train,site2/train/video6,representative,q4.bleeding,no,yes,no,yes
HR0220,site2/train/video6frame023,EndoVis 2018,train,site2/train/video6,representative,q4.smoke,no,no,no,no
HR0220,site2/train/video6frame023,EndoVis 2018,train,site2/train/video6,representative,q4.occlusion,no,no,no,no
HR0220,site2/train/video6frame023,EndoVis 2018,train,site2/train/video6,representative,q5,clear,clear,clear,clear
HR0220,site2/train/video6frame023,EndoVis 2018,train,site2/train/video6,representative,q6,no,no,no,no
HR0220,site2/train/video6frame023,EndoVis 2018,train,site2/train/video6,representative,q7,yes,yes,yes,yes
HR0220,site2/train/video6frame023,EndoVis 2018,train,site2/train/video6,representative,q9,none,none,none,none
HR0221,site2/train/video6frame044,EndoVis 2018,train,site2/train/video6,representative,q4.bleeding,no,no,no,no
HR0221,site2/train/video6frame044,EndoVis 2018,train,site2/train/video6,representative,q4.smoke,no,no,no,no
HR0221,site2/train/video6frame044,EndoVis 2018,train,site2/train/video6,representative,q4.occlusion,no,no,no,no
HR0221,site2/train/video6frame044,EndoVis 2018,train,site2/train/video6,representative,q5,clear,clear,clear,clear
HR0221,site2/train/video6frame044,EndoVis 2018,train,site2/train/video6,representative,q6,no,no,no,no
HR0221,site2/train/video6frame044,EndoVis 2018,train,site2/train/video6,representative,q7,yes,yes,yes,yes
HR0221,site2/train/video6frame044,EndoVis 2018,train,site2/train/video6,representative,q9,none,none,none,none
HR0222,site2/train/video6frame064,EndoVis 2018,train,site2/train/video6,representative,q4.bleeding,no,no,no,no
HR0222,site2/train/video6frame064,EndoVis 2018,train,site2/train/video6,representative,q4.smoke,no,no,no,no
HR0222,site2/train/video6frame064,EndoVis 2018,train,site2/train/video6,representative,q4.occlusion,no,no,no,no
HR0222,site2/train/video6frame064,EndoVis 2018,train,site2/train/video6,representative,q5,clear,clear,clear,clear
HR0222,site2/train/video6frame064,EndoVis 2018,train,site2/train/video6,representative,q6,no,no,no,no
HR0222,site2/train/video6frame064,EndoVis 2018,train,site2/train/video6,representative,q7,yes,yes,yes,yes
HR0222,site2/train/video6frame064,EndoVis 2018,train,site2/train/video6,representative,q9,none,none,none,none
HR0223,site2/train/video6frame086,EndoVis 2018,train,site2/train/video6,representative,q4.bleeding,no,no,no,no
HR0223,site2/train/video6frame086,EndoVis 2018,train,site2/train/video6,representative,q4.smoke,no,no,no,no
HR0223,site2/train/video6frame086,EndoVis 2018,train,site2/train/video6,representative,q4.occlusion,no,no,no,no
HR0223,site2/train/video6frame086,EndoVis 2018,train,site2/train/video6,representative,q5,clear,clear,clear,clear
HR0223,site2/train/video6frame086,EndoVis 2018,train,site2/train/video6,representative,q6,no,no,no,no
HR0223,site2/train/video6frame086,EndoVis 2018,train,site2/train/video6,representative,q7,yes,yes,yes,yes
HR0223,site2/train/video6frame086,EndoVis 2018,train,site2/train/video6,representative,q9,none,none,none,none
HR0224,site2/train/video6frame105,EndoVis 2018,train,site2/train/video6,representative,q4.bleeding,yes,yes,yes,yes
HR0224,site2/train/video6frame105,EndoVis 2018,train,site2/train/video6,representative,q4.smoke,no,no,no,no
HR0224,site2/train/video6frame105,EndoVis 2018,train,site2/train/video6,representative,q4.occlusion,no,no,no,no
HR0224,site2/train/video6frame105,EndoVis 2018,train,site2/train/video6,representative,q5,clear,clear,clear,clear
HR0224,site2/train/video6frame105,EndoVis 2018,train,site2/train/video6,representative,q6,no,no,no,no
HR0224,site2/train/video6frame105,EndoVis 2018,train,site2/train/video6,representative,q7,yes,yes,yes,yes
HR0224,site2/train/video6frame105,EndoVis 2018,train,site2/train/video6,representative,q9,none,none,none,none
HR0225,site2/train/video6frame127,EndoVis 2018,train,site2/train/video6,representative,q4.bleeding,no,yes,no,yes
HR0225,site2/train/video6frame127,EndoVis 2018,train,site2/train/video6,representative,q4.smoke,no,no,no,no
HR0225,site2/train/video6frame127,EndoVis 2018,train,site2/train/video6,representative,q4.occlusion,no,no,no,no
HR0225,site2/train/video6frame127,EndoVis 2018,train,site2/train/video6,representative,q5,clear,clear,clear,clear
HR0225,site2/train/video6frame127,EndoVis 2018,train,site2/train/video6,representative,q6,no,no,no,no
HR0225,site2/train/video6frame127,EndoVis 2018,train,site2/train/video6,representative,q7,yes,yes,yes,yes
HR0225,site2/train/video6frame127,EndoVis 2018,train,site2/train/video6,representative,q9,none,none,none,none
HR0226,site2/train/video6frame138,EndoVis 2018,train,site2/train/video6,representative,q4.bleeding,no,no,no,no
HR0226,site2/train/video6frame138,EndoVis 2018,train,site2/train/video6,representative,q4.smoke,no,no,no,no
